"","year","month","week","yday","date","depth","dist","latdd","londd","numPkm2","Lon.km","Lat.km","year_f","scale_depth","scale_dist2shore","rownum"
"115",1999,"May",20,142,1999-05-22,29.2608,1.852,45.46369171,-124.006546,0,421.311313427099,5034.95547692046,"1999",-0.721946446343098,-1.49900243881393,115
"116",1999,"May",20,142,1999-05-22,62.1792,5.556,45.45994186,-124.036293,0,418.980416367778,5034.56843755718,"1999",-0.44296873469399,-1.28238084532014,116
"117",1999,"May",20,142,1999-05-22,85.9536,9.26,45.45589066,-124.0898056,0,414.790592764076,5034.17369889172,"1999",-0.241484831836301,-1.06575925182634,117
"118",1999,"May",20,142,1999-05-22,137.16,18.52,45.46371841,-124.2120056,0,405.249187440521,5035.18013393269,"1999",0.192480497395644,-0.524205268091862,118
"119",1999,"May",20,142,1999-05-22,179.2224,27.78,45.44554901,-124.3243332,0,396.434530642849,5033.3001577823,"1999",0.548952017836171,0.0173487156426204,119
"120",1999,"May",20,142,1999-05-22,60.3504,9.26,44.64043427,-124.1821136,0,406.250396403505,4943.68806201461,"1999",-0.458467496452274,-1.06575925182634,120
"121",1999,"May",21,143,1999-05-23,56.6928,9.26,44.66189957,-124.1746674,0,406.875291688042,4946.06391016943,"1999",-0.489465019968841,-1.06575925182634,121
"122",1999,"May",21,143,1999-05-23,76.8096,18.52,44.62991714,-124.2877579,0,397.853618657438,4942.64672092926,"1999",-0.31897864062772,-0.524205268091862,122
"123",1999,"May",21,143,1999-05-23,51.2064,27.78,44.61734009,-124.4050674,0,388.524402575727,4941.40330222782,"1999",-0.535961305243693,0.0173487156426204,123
"124",1999,"May",21,143,1999-05-23,133.5024,37.04,44.63223267,-124.5158539,0,379.765516964873,4943.21497596083,"1999",0.161482973879077,0.558902699377102,124
"125",1999,"May",21,144,1999-05-24,256.032,37.04,45.48674011,-124.4494247,0,386.734695306199,5038.04508502216,"1999",1.19990001168409,0.558902699377102,125
"126",1999,"May",21,144,1999-05-24,512.064,55.56,45.45949173,-124.6811218,0,368.565458439046,5035.37071251,"1999",3.36972665784382,1.64201066684607,126
"127",1999,"May",21,145,1999-05-25,457.2,55.56,45.63980103,-124.6971893,0.304468488,367.732973432039,5055.42897398512,"1999",2.9047638050953,1.64201066684607,127
"128",1999,"May",21,145,1999-05-25,259.6896,55.56,45.81688309,-124.6931381,0.32666008,368.465105293433,5075.09617884042,"1999",1.23089753520066,1.64201066684607,128
"129",1999,"May",21,145,1999-05-25,914.4,74.08,45.8566246,-124.928772,0.299404753,350.266246539715,5079.92658868802,"1999",6.77945424466624,2.72511863431503,129
"130",1999,"May",21,145,1999-05-25,914.4,74.08,46.14875793,-124.9086227,0.333116064,352.608536910424,5112.3464102765,"1999",6.77945424466624,2.72511863431503,130
"131",1999,"May",21,145,1999-05-25,135.3312,37.04,46.14362335,-124.4586792,24.34016444,387.344157906892,5111.03939770882,"1999",0.176981735637361,0.558902699377102,131
"132",2000,"June",24,169,2000-06-17,58,9.26,44.64598083,-124.1874542,0,405.835823776878,4944.31033265139,"2000",-0.478386727443454,-1.06575925182634,132
"133",2000,"June",25,170,2000-06-18,43,5.556,44.67314911,-124.1381607,0,409.786909940533,4947.27245586132,"2000",-0.605509117193157,-1.28238084532014,133
"134",2000,"June",25,170,2000-06-18,61,9.26,44.65525055,-124.210083,0,404.056659840683,4945.36640811613,"2000",-0.452962249493513,-1.06575925182634,134
"135",2000,"June",25,170,2000-06-18,76,18.52,44.67219162,-124.2903748,0,397.720380351045,4947.34588952879,"2000",-0.325839859743811,-0.524205268091862,135
"136",2000,"June",25,170,2000-06-18,81,27.78,44.65916443,-124.406662,0,388.478047675255,4946.05136139077,"2000",-0.283465729827243,0.0173487156426204,136
"137",2000,"June",25,171,2000-06-19,35,1.852,45.47333527,-124.0175018,0,420.46838827559,5036.03762463656,"2000",-0.673307725059665,-1.49900243881393,137
"138",2000,"June",25,171,2000-06-19,47,5.556,45.48083496,-124.0374985,0,418.916134482077,5036.89079831032,"2000",-0.571609813259903,-1.28238084532014,138
"139",2000,"June",25,171,2000-06-19,78,9.26,45.48916626,-124.0908356,0,414.760242030501,5037.87158578912,"2000",-0.308890207777184,-1.06575925182634,139
"140",2000,"June",25,171,2000-06-19,139,18.52,45.48500061,-124.2083282,0,405.572228893999,5037.54017699943,"2000",0.208074177204941,-0.524205268091862,140
"141",2000,"June",25,171,2000-06-19,172,27.78,45.48166656,-124.3266678,0,396.318198414615,5037.31568132033,"2000",0.487743434654287,0.0173487156426204,141
"142",2000,"June",25,172,2000-06-20,31,7.408,46.16500092,-124.1083374,0,414.434537850912,5112.97750350585,"2000",-0.707207028992919,-1.17407004857324,142
"143",2000,"June",25,172,2000-06-20,53,12.964,46.16083527,-124.1833344,0,408.637781831785,5112.59819606452,"2000",-0.520760857360022,-0.849137658332551,143
"144",2000,"June",25,172,2000-06-20,67,18.52,46.16666794,-124.2283325,0,405.173637409976,5113.29900432865,"2000",-0.402113293593632,-0.524205268091862,144
"145",2000,"June",25,172,2000-06-20,109,27.78,46.16500092,-124.3341675,0,397.000197545124,5113.24560136753,"2000",-0.0461706022944644,0.0173487156426204,145
"146",2000,"June",25,172,2000-06-20,132,37.04,46.15250015,-124.4583282,0.277103557,387.389372845883,5112.02518668225,"2000",0.148750395321747,0.558902699377102,146
"147",2000,"June",25,173,2000-06-21,856,55.56,46.17166519,-124.6900024,0,369.54523096637,5114.50913261635,"2000",6.28452440724074,1.64201066684607,147
"148",2000,"June",25,173,2000-06-21,152,46.3,46.15999985,-124.5566711,0,379.811836306826,5113.00259284995,"2000",0.318246914988017,1.10045668311158,148
"149",2000,"June",25,176,2000-06-24,36,11.112,47.0051651,-124.3070831,0,400.638422304267,5206.56711794302,"2000",-0.664832899076351,-0.957448455079447,149
"150",2000,"June",25,176,2000-06-24,52,18.52,47.00166702,-124.4083328,0,392.934756037146,5206.31182043184,"2000",-0.529235683343335,-0.524205268091862,150
"151",2000,"June",25,176,2000-06-24,74,29.632,46.99749756,-124.5575027,0,381.585428257475,5206.06320348067,"2000",-0.342789511710438,0.125659512389517,151
"152",2000,"June",25,176,2000-06-24,107,38.892,46.99874878,-124.6949997,0.758777866,371.134948911433,5206.41928959987,"2000",-0.0631202542610914,0.667213496123999,152
"153",2000,"June",25,176,2000-06-24,143,48.152,47.00125122,-124.815834,0,361.954980202811,5206.90326837951,"2000",0.241973481138195,1.20876747985848,153
"154",2000,"June",25,176,2000-06-24,156,57.412,46.99491882,-124.9418335,0,352.358925125603,5206.42940544932,"2000",0.352146218921271,1.75032146359296,154
"155",2000,"June",26,177,2000-06-25,131,31.484,47.92150116,-125.0845032,0.88821293,344.273149321089,5309.67847659886,"2000",0.140275569338433,0.233970309136413,155
"156",2000,"June",26,177,2000-06-25,103,22.224,47.90833282,-124.956665,4.115669825,353.786056839327,5307.96489943768,"2000",-0.0970195581943455,-0.307583674598069,156
"157",2000,"June",26,177,2000-06-25,75,16.668,47.90916824,-124.8708344,2.811635493,360.20185934989,5307.89871968698,"2000",-0.334314685727124,-0.632516064838758,157
"158",2000,"June",26,177,2000-06-25,48,11.112,47.91699982,-124.7874985,0,366.449087341951,5308.62153571902,"2000",-0.563134987276589,-0.957448455079447,158
"159",2000,"June",26,177,2000-06-25,35,7.408,47.88116455,-124.7233276,0,371.154487663765,5304.52979472134,"2000",-0.673307725059665,-1.17407004857324,159
"160",2000,"May",21,143,2000-05-22,38.4048,11.112,46.99295807,-124.3168411,0.318074329,399.87384470309,5205.22304508457,"2000",-0.644452637551679,-0.957448455079447,160
"161",2000,"May",21,143,2000-05-22,58.5216,18.52,47.00026703,-124.4124146,0.320405641,392.621645531346,5206.16183546456,"2000",-0.473966258210558,-0.524205268091862,161
"162",2000,"May",21,143,2000-05-22,78.6384,29.632,47.00551605,-124.5537186,10.5312928,381.890799212176,5206.94853314685,"2000",-0.303479878869436,0.125659512389517,162
"163",2000,"May",21,143,2000-05-22,118.872,38.892,47.00205994,-124.696579,4.076030172,371.022853165086,5206.78983543212,"2000",0.0374928798128067,0.667213496123999,163
"164",2000,"May",21,143,2000-05-22,149.9616,48.152,46.99829102,-124.8114624,1.00822014,362.279705890756,5206.56662697546,"2000",0.300971829703631,1.20876747985848,164
